[2024-11-25T22:00:03.834+0900] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-25T22:00:03.843+0900] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: process_and_upload_json_to_hdfs.process_json_files scheduled__2024-11-25T12:00:00+00:00 [queued]>
[2024-11-25T22:00:03.850+0900] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: process_and_upload_json_to_hdfs.process_json_files scheduled__2024-11-25T12:00:00+00:00 [queued]>
[2024-11-25T22:00:03.850+0900] {taskinstance.py:2866} INFO - Starting attempt 1 of 2
[2024-11-25T22:00:03.866+0900] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): process_json_files> on 2024-11-25 12:00:00+00:00
[2024-11-25T22:00:03.869+0900] {standard_task_runner.py:72} INFO - Started process 2794767 to run task
[2024-11-25T22:00:03.873+0900] {standard_task_runner.py:104} INFO - Running: ['airflow', 'tasks', 'run', 'process_and_upload_json_to_hdfs', 'process_json_files', 'scheduled__2024-11-25T12:00:00+00:00', '--job-id', '269', '--raw', '--subdir', 'DAGS_FOLDER/data_to_hdfs.py', '--cfg-path', '/tmp/tmpxrv13hca']
[2024-11-25T22:00:03.874+0900] {standard_task_runner.py:105} INFO - Job 269: Subtask process_json_files
[2024-11-25T22:00:03.907+0900] {task_command.py:467} INFO - Running <TaskInstance: process_and_upload_json_to_hdfs.process_json_files scheduled__2024-11-25T12:00:00+00:00 [running]> on host MN
[2024-11-25T22:00:08.099+0900] {logging_mixin.py:190} INFO - Champion data for champion 21 saved to /laewon/Riot/output/champion_21.csv.
[2024-11-25T22:00:08.163+0900] {logging_mixin.py:190} INFO - Champion data for champion 62 saved to /laewon/Riot/output/champion_62.csv.
[2024-11-25T22:00:08.237+0900] {logging_mixin.py:190} INFO - Champion data for champion 37 saved to /laewon/Riot/output/champion_37.csv.
[2024-11-25T22:00:08.296+0900] {logging_mixin.py:190} INFO - Champion data for champion 142 saved to /laewon/Riot/output/champion_142.csv.
[2024-11-25T22:00:08.416+0900] {logging_mixin.py:190} INFO - Champion data for champion 498 saved to /laewon/Riot/output/champion_498.csv.
[2024-11-25T22:00:08.558+0900] {logging_mixin.py:190} INFO - Champion data for champion 54 saved to /laewon/Riot/output/champion_54.csv.
[2024-11-25T22:00:08.620+0900] {logging_mixin.py:190} INFO - Champion data for champion 34 saved to /laewon/Riot/output/champion_34.csv.
[2024-11-25T22:00:08.673+0900] {logging_mixin.py:190} INFO - Champion data for champion 90 saved to /laewon/Riot/output/champion_90.csv.
[2024-11-25T22:00:08.764+0900] {logging_mixin.py:190} INFO - Champion data for champion 74 saved to /laewon/Riot/output/champion_74.csv.
[2024-11-25T22:00:08.836+0900] {logging_mixin.py:190} INFO - Champion data for champion 888 saved to /laewon/Riot/output/champion_888.csv.
[2024-11-25T22:00:08.983+0900] {logging_mixin.py:190} INFO - Champion data for champion 110 saved to /laewon/Riot/output/champion_110.csv.
[2024-11-25T22:00:09.093+0900] {logging_mixin.py:190} INFO - Champion data for champion 43 saved to /laewon/Riot/output/champion_43.csv.
[2024-11-25T22:00:09.166+0900] {logging_mixin.py:190} INFO - Champion data for champion 89 saved to /laewon/Riot/output/champion_89.csv.
[2024-11-25T22:00:09.198+0900] {logging_mixin.py:190} INFO - Champion data for champion 72 saved to /laewon/Riot/output/champion_72.csv.
[2024-11-25T22:00:09.266+0900] {logging_mixin.py:190} INFO - Champion data for champion 11 saved to /laewon/Riot/output/champion_11.csv.
[2024-11-25T22:00:09.309+0900] {logging_mixin.py:190} INFO - Champion data for champion 420 saved to /laewon/Riot/output/champion_420.csv.
[2024-11-25T22:00:09.398+0900] {logging_mixin.py:190} INFO - Champion data for champion 40 saved to /laewon/Riot/output/champion_40.csv.
[2024-11-25T22:00:09.449+0900] {logging_mixin.py:190} INFO - Champion data for champion 6 saved to /laewon/Riot/output/champion_6.csv.
[2024-11-25T22:00:09.539+0900] {logging_mixin.py:190} INFO - Champion data for champion 238 saved to /laewon/Riot/output/champion_238.csv.
[2024-11-25T22:00:09.643+0900] {logging_mixin.py:190} INFO - Champion data for champion 517 saved to /laewon/Riot/output/champion_517.csv.
[2024-11-25T22:00:09.684+0900] {logging_mixin.py:190} INFO - Champion data for champion 902 saved to /laewon/Riot/output/champion_902.csv.
[2024-11-25T22:00:09.730+0900] {logging_mixin.py:190} INFO - Champion data for champion 98 saved to /laewon/Riot/output/champion_98.csv.
[2024-11-25T22:00:09.840+0900] {logging_mixin.py:190} INFO - Champion data for champion 901 saved to /laewon/Riot/output/champion_901.csv.
[2024-11-25T22:00:09.890+0900] {logging_mixin.py:190} INFO - Champion data for champion 166 saved to /laewon/Riot/output/champion_166.csv.
[2024-11-25T22:00:10.026+0900] {logging_mixin.py:190} INFO - Champion data for champion 45 saved to /laewon/Riot/output/champion_45.csv.
[2024-11-25T22:00:10.134+0900] {logging_mixin.py:190} INFO - Champion data for champion 64 saved to /laewon/Riot/output/champion_64.csv.
[2024-11-25T22:00:10.213+0900] {logging_mixin.py:190} INFO - Champion data for champion 133 saved to /laewon/Riot/output/champion_133.csv.
[2024-11-25T22:00:10.330+0900] {logging_mixin.py:190} INFO - Champion data for champion 555 saved to /laewon/Riot/output/champion_555.csv.
[2024-11-25T22:00:10.399+0900] {logging_mixin.py:190} INFO - Champion data for champion 1 saved to /laewon/Riot/output/champion_1.csv.
[2024-11-25T22:00:10.432+0900] {logging_mixin.py:190} INFO - Champion data for champion 5 saved to /laewon/Riot/output/champion_5.csv.
[2024-11-25T22:00:10.501+0900] {logging_mixin.py:190} INFO - Champion data for champion 711 saved to /laewon/Riot/output/champion_711.csv.
[2024-11-25T22:00:10.639+0900] {logging_mixin.py:190} INFO - Champion data for champion 145 saved to /laewon/Riot/output/champion_145.csv.
[2024-11-25T22:00:10.720+0900] {logging_mixin.py:190} INFO - Champion data for champion 9 saved to /laewon/Riot/output/champion_9.csv.
[2024-11-25T22:00:10.767+0900] {logging_mixin.py:190} INFO - Champion data for champion 897 saved to /laewon/Riot/output/champion_897.csv.
[2024-11-25T22:00:10.843+0900] {logging_mixin.py:190} INFO - Champion data for champion 254 saved to /laewon/Riot/output/champion_254.csv.
[2024-11-25T22:00:10.992+0900] {logging_mixin.py:190} INFO - Champion data for champion 22 saved to /laewon/Riot/output/champion_22.csv.
[2024-11-25T22:00:11.060+0900] {logging_mixin.py:190} INFO - Champion data for champion 26 saved to /laewon/Riot/output/champion_26.csv.
[2024-11-25T22:00:11.156+0900] {logging_mixin.py:190} INFO - Champion data for champion 111 saved to /laewon/Riot/output/champion_111.csv.
[2024-11-25T22:00:11.252+0900] {logging_mixin.py:190} INFO - Champion data for champion 32 saved to /laewon/Riot/output/champion_32.csv.
[2024-11-25T22:00:11.305+0900] {logging_mixin.py:190} INFO - Champion data for champion 876 saved to /laewon/Riot/output/champion_876.csv.
[2024-11-25T22:00:11.428+0900] {logging_mixin.py:190} INFO - Champion data for champion 17 saved to /laewon/Riot/output/champion_17.csv.
[2024-11-25T22:00:11.563+0900] {logging_mixin.py:190} INFO - Champion data for champion 126 saved to /laewon/Riot/output/champion_126.csv.
[2024-11-25T22:00:11.758+0900] {logging_mixin.py:190} INFO - Champion data for champion 51 saved to /laewon/Riot/output/champion_51.csv.
[2024-11-25T22:00:11.812+0900] {logging_mixin.py:190} INFO - Champion data for champion 39 saved to /laewon/Riot/output/champion_39.csv.
[2024-11-25T22:00:11.892+0900] {logging_mixin.py:190} INFO - Champion data for champion 30 saved to /laewon/Riot/output/champion_30.csv.
[2024-11-25T22:00:11.980+0900] {logging_mixin.py:190} INFO - Champion data for champion 42 saved to /laewon/Riot/output/champion_42.csv.
[2024-11-25T22:00:12.032+0900] {logging_mixin.py:190} INFO - Champion data for champion 268 saved to /laewon/Riot/output/champion_268.csv.
[2024-11-25T22:00:12.144+0900] {logging_mixin.py:190} INFO - Champion data for champion 147 saved to /laewon/Riot/output/champion_147.csv.
[2024-11-25T22:00:12.255+0900] {logging_mixin.py:190} INFO - Champion data for champion 29 saved to /laewon/Riot/output/champion_29.csv.
[2024-11-25T22:00:12.316+0900] {logging_mixin.py:190} INFO - Champion data for champion 12 saved to /laewon/Riot/output/champion_12.csv.
[2024-11-25T22:00:12.400+0900] {logging_mixin.py:190} INFO - Champion data for champion 245 saved to /laewon/Riot/output/champion_245.csv.
[2024-11-25T22:00:12.441+0900] {logging_mixin.py:190} INFO - Champion data for champion 69 saved to /laewon/Riot/output/champion_69.csv.
[2024-11-25T22:00:12.536+0900] {logging_mixin.py:190} INFO - Champion data for champion 157 saved to /laewon/Riot/output/champion_157.csv.
[2024-11-25T22:00:12.643+0900] {logging_mixin.py:190} INFO - Champion data for champion 18 saved to /laewon/Riot/output/champion_18.csv.
[2024-11-25T22:00:12.716+0900] {logging_mixin.py:190} INFO - Champion data for champion 134 saved to /laewon/Riot/output/champion_134.csv.
[2024-11-25T22:00:12.786+0900] {logging_mixin.py:190} INFO - Champion data for champion 55 saved to /laewon/Riot/output/champion_55.csv.
[2024-11-25T22:00:12.954+0900] {logging_mixin.py:190} INFO - Champion data for champion 222 saved to /laewon/Riot/output/champion_222.csv.
[2024-11-25T22:00:13.057+0900] {logging_mixin.py:190} INFO - Champion data for champion 104 saved to /laewon/Riot/output/champion_104.csv.
[2024-11-25T22:00:13.156+0900] {logging_mixin.py:190} INFO - Champion data for champion 20 saved to /laewon/Riot/output/champion_20.csv.
[2024-11-25T22:00:13.275+0900] {logging_mixin.py:190} INFO - Champion data for champion 101 saved to /laewon/Riot/output/champion_101.csv.
[2024-11-25T22:00:13.298+0900] {logging_mixin.py:190} INFO - Champion data for champion 2 saved to /laewon/Riot/output/champion_2.csv.
[2024-11-25T22:00:13.387+0900] {logging_mixin.py:190} INFO - Champion data for champion 518 saved to /laewon/Riot/output/champion_518.csv.
[2024-11-25T22:00:13.524+0900] {logging_mixin.py:190} INFO - Champion data for champion 76 saved to /laewon/Riot/output/champion_76.csv.
[2024-11-25T22:00:13.619+0900] {logging_mixin.py:190} INFO - Champion data for champion 266 saved to /laewon/Riot/output/champion_266.csv.
[2024-11-25T22:00:13.671+0900] {logging_mixin.py:190} INFO - Champion data for champion 23 saved to /laewon/Riot/output/champion_23.csv.
[2024-11-25T22:00:13.744+0900] {logging_mixin.py:190} INFO - Champion data for champion 24 saved to /laewon/Riot/output/champion_24.csv.
[2024-11-25T22:00:13.799+0900] {logging_mixin.py:190} INFO - Champion data for champion 75 saved to /laewon/Riot/output/champion_75.csv.
[2024-11-25T22:00:13.949+0900] {logging_mixin.py:190} INFO - Champion data for champion 25 saved to /laewon/Riot/output/champion_25.csv.
[2024-11-25T22:00:13.992+0900] {logging_mixin.py:190} INFO - Champion data for champion 113 saved to /laewon/Riot/output/champion_113.csv.
[2024-11-25T22:00:14.062+0900] {logging_mixin.py:190} INFO - Champion data for champion 350 saved to /laewon/Riot/output/champion_350.csv.
[2024-11-25T22:00:14.122+0900] {logging_mixin.py:190} INFO - Champion data for champion 516 saved to /laewon/Riot/output/champion_516.csv.
[2024-11-25T22:00:14.219+0900] {logging_mixin.py:190} INFO - Champion data for champion 36 saved to /laewon/Riot/output/champion_36.csv.
[2024-11-25T22:00:14.254+0900] {logging_mixin.py:190} INFO - Champion data for champion 497 saved to /laewon/Riot/output/champion_497.csv.
[2024-11-25T22:00:14.318+0900] {logging_mixin.py:190} INFO - Champion data for champion 234 saved to /laewon/Riot/output/champion_234.csv.
[2024-11-25T22:00:14.400+0900] {logging_mixin.py:190} INFO - Champion data for champion 117 saved to /laewon/Riot/output/champion_117.csv.
[2024-11-25T22:00:14.444+0900] {logging_mixin.py:190} INFO - Champion data for champion 893 saved to /laewon/Riot/output/champion_893.csv.
[2024-11-25T22:00:14.521+0900] {logging_mixin.py:190} INFO - Champion data for champion 59 saved to /laewon/Riot/output/champion_59.csv.
[2024-11-25T22:00:14.563+0900] {logging_mixin.py:190} INFO - Champion data for champion 141 saved to /laewon/Riot/output/champion_141.csv.
[2024-11-25T22:00:14.627+0900] {logging_mixin.py:190} INFO - Champion data for champion 85 saved to /laewon/Riot/output/champion_85.csv.
[2024-11-25T22:00:14.656+0900] {logging_mixin.py:190} INFO - Champion data for champion 150 saved to /laewon/Riot/output/champion_150.csv.
[2024-11-25T22:00:14.682+0900] {logging_mixin.py:190} INFO - Champion data for champion 60 saved to /laewon/Riot/output/champion_60.csv.
[2024-11-25T22:00:14.793+0900] {logging_mixin.py:190} INFO - Champion data for champion 412 saved to /laewon/Riot/output/champion_412.csv.
[2024-11-25T22:00:14.869+0900] {logging_mixin.py:190} INFO - Champion data for champion 27 saved to /laewon/Riot/output/champion_27.csv.
[2024-11-25T22:00:14.906+0900] {logging_mixin.py:190} INFO - Champion data for champion 91 saved to /laewon/Riot/output/champion_91.csv.
[2024-11-25T22:00:14.989+0900] {logging_mixin.py:190} INFO - Champion data for champion 799 saved to /laewon/Riot/output/champion_799.csv.
[2024-11-25T22:00:15.026+0900] {logging_mixin.py:190} INFO - Champion data for champion 38 saved to /laewon/Riot/output/champion_38.csv.
[2024-11-25T22:00:15.076+0900] {logging_mixin.py:190} INFO - Champion data for champion 429 saved to /laewon/Riot/output/champion_429.csv.
[2024-11-25T22:00:15.135+0900] {logging_mixin.py:190} INFO - Champion data for champion 131 saved to /laewon/Riot/output/champion_131.csv.
[2024-11-25T22:00:15.161+0900] {logging_mixin.py:190} INFO - Champion data for champion 233 saved to /laewon/Riot/output/champion_233.csv.
[2024-11-25T22:00:15.231+0900] {logging_mixin.py:190} INFO - Champion data for champion 360 saved to /laewon/Riot/output/champion_360.csv.
[2024-11-25T22:00:15.286+0900] {logging_mixin.py:190} INFO - Champion data for champion 523 saved to /laewon/Riot/output/champion_523.csv.
[2024-11-25T22:00:15.360+0900] {logging_mixin.py:190} INFO - Champion data for champion 50 saved to /laewon/Riot/output/champion_50.csv.
[2024-11-25T22:00:15.429+0900] {logging_mixin.py:190} INFO - Champion data for champion 875 saved to /laewon/Riot/output/champion_875.csv.
[2024-11-25T22:00:15.474+0900] {logging_mixin.py:190} INFO - Champion data for champion 163 saved to /laewon/Riot/output/champion_163.csv.
[2024-11-25T22:00:15.503+0900] {logging_mixin.py:190} INFO - Champion data for champion 107 saved to /laewon/Riot/output/champion_107.csv.
[2024-11-25T22:00:15.586+0900] {logging_mixin.py:190} INFO - Champion data for champion 82 saved to /laewon/Riot/output/champion_82.csv.
[2024-11-25T22:00:15.643+0900] {logging_mixin.py:190} INFO - Champion data for champion 14 saved to /laewon/Riot/output/champion_14.csv.
[2024-11-25T22:00:15.693+0900] {logging_mixin.py:190} INFO - Champion data for champion 92 saved to /laewon/Riot/output/champion_92.csv.
[2024-11-25T22:00:15.752+0900] {logging_mixin.py:190} INFO - Champion data for champion 201 saved to /laewon/Riot/output/champion_201.csv.
[2024-11-25T22:00:15.822+0900] {logging_mixin.py:190} INFO - Champion data for champion 119 saved to /laewon/Riot/output/champion_119.csv.
[2024-11-25T22:00:15.927+0900] {logging_mixin.py:190} INFO - Champion data for champion 235 saved to /laewon/Riot/output/champion_235.csv.
[2024-11-25T22:00:15.951+0900] {logging_mixin.py:190} INFO - Champion data for champion 200 saved to /laewon/Riot/output/champion_200.csv.
[2024-11-25T22:00:15.975+0900] {logging_mixin.py:190} INFO - Champion data for champion 44 saved to /laewon/Riot/output/champion_44.csv.
[2024-11-25T22:00:16.011+0900] {logging_mixin.py:190} INFO - Champion data for champion 56 saved to /laewon/Riot/output/champion_56.csv.
[2024-11-25T22:00:16.057+0900] {logging_mixin.py:190} INFO - Champion data for champion 102 saved to /laewon/Riot/output/champion_102.csv.
[2024-11-25T22:00:16.123+0900] {logging_mixin.py:190} INFO - Champion data for champion 127 saved to /laewon/Riot/output/champion_127.csv.
[2024-11-25T22:00:16.174+0900] {logging_mixin.py:190} INFO - Champion data for champion 106 saved to /laewon/Riot/output/champion_106.csv.
[2024-11-25T22:00:16.197+0900] {logging_mixin.py:190} INFO - Champion data for champion 246 saved to /laewon/Riot/output/champion_246.csv.
[2024-11-25T22:00:16.230+0900] {logging_mixin.py:190} INFO - Champion data for champion 526 saved to /laewon/Riot/output/champion_526.csv.
[2024-11-25T22:00:16.263+0900] {logging_mixin.py:190} INFO - Champion data for champion 887 saved to /laewon/Riot/output/champion_887.csv.
[2024-11-25T22:00:16.276+0900] {logging_mixin.py:190} INFO - Champion data for champion 83 saved to /laewon/Riot/output/champion_83.csv.
[2024-11-25T22:00:16.351+0900] {logging_mixin.py:190} INFO - Champion data for champion 79 saved to /laewon/Riot/output/champion_79.csv.
[2024-11-25T22:00:16.487+0900] {logging_mixin.py:190} INFO - Champion data for champion 236 saved to /laewon/Riot/output/champion_236.csv.
[2024-11-25T22:00:16.532+0900] {logging_mixin.py:190} INFO - Champion data for champion 432 saved to /laewon/Riot/output/champion_432.csv.
[2024-11-25T22:00:16.639+0900] {logging_mixin.py:190} INFO - Champion data for champion 31 saved to /laewon/Riot/output/champion_31.csv.
[2024-11-25T22:00:16.654+0900] {logging_mixin.py:190} INFO - Champion data for champion 240 saved to /laewon/Riot/output/champion_240.csv.
[2024-11-25T22:00:16.726+0900] {logging_mixin.py:190} INFO - Champion data for champion 8 saved to /laewon/Riot/output/champion_8.csv.
[2024-11-25T22:00:16.750+0900] {logging_mixin.py:190} INFO - Champion data for champion 895 saved to /laewon/Riot/output/champion_895.csv.
[2024-11-25T22:00:16.787+0900] {logging_mixin.py:190} INFO - Champion data for champion 77 saved to /laewon/Riot/output/champion_77.csv.
[2024-11-25T22:00:16.836+0900] {logging_mixin.py:190} INFO - Champion data for champion 58 saved to /laewon/Riot/output/champion_58.csv.
[2024-11-25T22:00:16.913+0900] {logging_mixin.py:190} INFO - Champion data for champion 122 saved to /laewon/Riot/output/champion_122.csv.
[2024-11-25T22:00:17.014+0900] {logging_mixin.py:190} INFO - All new JSON files have been processed and saved as 'match_data_combined.csv'.
[2024-11-25T22:00:17.031+0900] {python.py:240} INFO - Done. Returned value was: None
[2024-11-25T22:00:17.036+0900] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-11-25T22:00:17.036+0900] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=process_and_upload_json_to_hdfs, task_id=process_json_files, run_id=scheduled__2024-11-25T12:00:00+00:00, execution_date=20241125T120000, start_date=20241125T130003, end_date=20241125T130017
[2024-11-25T22:00:17.058+0900] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-11-25T22:00:17.075+0900] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-11-25T22:00:17.079+0900] {local_task_job_runner.py:245} INFO - ::endgroup::
